insiderthreat,vector,date,user,source,action
1,0,1277942400,944,952,749
1,2,1296172800,952,634,1421
1,2,1289865600,924,954,35
1,0,1297987200,10,993,762
0,0,1262866200,144,364,924
1,0,1288051200,3,983,826
1,0,1280361600,956,978,826
1,2,1284076800,8,273,1421
1,2,1292284800,910,960,31
0,2,1263838980,170,241,35
0,2,1265216340,202,755,35
1,0,1277856000,957,428,880
1,0,1279756800,954,132,693
1,2,1292889600,14,949,31
0,0,1262871420,61,753,279
1,0,1297900800,6,969,692
1,2,1283990400,945,937,31
1,0,1278115200,957,428,760
0,2,1262968560,748,393,31
1,2,1303862400,953,976,1421
0,2,1265124240,889,786,35
1,0,1283385600,934,731,693
1,2,1293494400,14,949,35
1,0,1286928000,2,555,203
0,2,1264588740,629,385,31
1,0,1297987200,11,669,336
1,2,1285027200,4,128,31
1,1,1278374400,932,981,37
1,2,1300924800,6,969,31
0,2,1264408980,666,855,31
1,2,1281312000,961,990,1421
1,0,1280102400,956,978,1032
1,0,1299456000,11,669,693
1,0,1279497600,961,990,760
1,2,1294963200,952,634,1421
0,0,1262872080,732,227,595
0,0,1262872860,349,462,1179
1,0,1287360000,921,966,760
0,2,1262596380,168,433,31
0,2,1263988080,415,204,31
1,2,1283212800,959,730,125
1,0,1282003200,936,995,826
1,2,1283299200,938,955,31
1,0,1289520000,920,884,826
1,0,1281312000,956,978,1403
1,2,1288224000,919,133,31
1,2,1280448000,932,981,35
0,0,1262870160,69,554,1415
1,2,1284508800,956,978,123
1,0,1277942400,949,975,749
1,0,1290988800,12,194,693
1,0,1298419200,914,973,285
1,0,1278633600,946,801,1140
1,2,1300752000,914,973,31
1,2,1291161600,3,983,1421
0,2,1263822900,412,391,31
1,2,1284595200,945,937,35
1,1,1279152000,961,990,70
1,0,1282089600,960,998,1032
1,2,1285977600,930,958,1421
1,0,1280707200,954,132,409
0,0,1262869500,20,913,1402
1,0,1288656000,916,81,826
0,0,1262868600,520,267,1194
0,2,1265140200,883,302,31
1,0,1291248000,937,950,693
0,0,1262868840,43,425,1249
0,2,1262614320,547,627,31
1,2,1294185600,937,950,115
1,2,1283904000,960,998,31
0,0,1262774580,639,459,746
1,0,1289520000,14,949,203
1,0,1288742400,920,884,826
1,0,1292976000,952,634,880
1,2,1283472000,959,730,125
1,0,1290988800,14,949,826
0,0,1262865000,542,305,524
0,2,1265210340,471,171,35
0,2,1265101200,262,334,31
1,2,1288224000,919,133,31
1,2,1295481600,931,956,111
0,2,1265017980,262,334,31
1,0,1282867200,911,808,409
1,0,1288742400,920,884,749
1,2,1293494400,14,949,31
1,2,1282694400,938,955,31
1,0,1289433600,1,948,1403
0,2,1263913140,892,656,35
0,2,1264009740,391,475,35
1,1,1295308800,923,965,58
0,2,1264765800,567,443,31
0,2,1263317220,748,393,31
1,0,1282780800,945,937,1140
1,2,1284422400,934,731,113
1,0,1288828800,917,514,760
0,0,1262868180,126,895,595
0,0,1262779080,33,696,1235
1,2,1280793600,9,875,1421
1,2,1294790400,933,418,1421
1,2,1297036800,923,965,35
1,2,1290470400,921,966,108
0,2,1264438020,556,729,35
1,0,1280188800,13,248,1140
0,2,1265007540,249,549,31
1,2,1296777600,931,956,1421
0,2,1262790660,151,494,35
1,2,1287705600,958,959,35
0,0,1262865240,701,6,382
1,2,1293408000,917,514,105
0,0,1262866020,417,343,878
0,2,1264782120,191,873,31
1,2,1302220800,914,973,35
0,2,1263460980,703,487,31
0,0,1262872680,110,703,595
0,0,1262698260,130,685,595
0,2,1264157820,788,478,35
1,2,1283299200,4,128,35
1,0,1293667200,931,956,760
0,2,1264494480,219,528,31
1,0,1290556800,917,514,760
0,2,1264684980,722,247,31
0,0,1262715060,84,176,595
1,2,1299110400,912,989,31
0,0,1262869260,565,172,942
1,0,1280966400,936,995,826
1,0,1279843200,951,951,760
1,0,1279152000,932,981,650
1,0,1289260800,955,388,650
0,2,1265025600,346,649,31
0,0,1262687460,175,461,992
1,0,1289260800,955,388,336
0,0,1262870760,239,394,588
1,0,1289347200,921,966,826
1,2,1284595200,960,998,35
1,2,1282262400,954,132,122
0,0,1262771880,199,278,963
1,0,1288051200,955,388,650
0,2,1264595100,279,605,35
1,0,1288828800,924,954,692
0,2,1265212140,545,12,35
1,0,1284595200,930,958,826
0,0,1262855880,538,669,311
1,0,1284163200,930,958,826
1,0,1286755200,940,915,749
1,0,1281312000,8,273,760
1,0,1280188800,9,875,826
1,0,1279065600,922,36,674
0,2,1264581540,104,210,31
0,2,1262625240,30,826,35
0,2,1262962500,30,826,35
1,1,1277337600,944,952,96
1,0,1296604800,912,989,1403
0,2,1264811340,211,784,31
0,0,1262706180,685,789,1415
1,0,1291075200,917,514,749
1,0,1290297600,1,948,285
1,0,1296086400,935,868,1140
0,0,1262872800,184,66,840
0,2,1265271480,117,903,35
0,2,1264690860,258,813,35
1,2,1286928000,930,958,1421
0,2,1262970780,607,340,35
0,0,1262778840,863,943,939
1,0,1287446400,910,960,650
1,0,1288915200,916,81,760
0,2,1264603140,547,627,31
0,0,1262778600,16,434,262
1,0,1282608000,911,808,650
1,0,1293580800,952,634,693
0,0,1262776380,116,822,595
1,0,1282694400,915,825,409
0,0,1262867280,47,106,1402
0,2,1263918840,896,938,31
0,0,1262868180,834,298,1372
1,2,1282262400,948,988,31
1,0,1288915200,916,81,760
1,2,1290556800,950,920,1421
1,0,1281398400,4,128,759
0,2,1263983040,414,683,31
1,0,1278028800,961,990,760
0,2,1262949120,30,826,31
1,0,1284422400,926,29,1140
0,2,1265115120,372,432,35
0,0,1262871180,88,192,553
1,0,1279584000,956,978,760
0,0,1262868600,88,192,619
1,1,1280966400,959,730,85
0,0,1262870340,895,498,266
0,2,1263288780,829,14,31
1,0,1294617600,5,977,409
1,2,1301011200,6,969,31
0,2,1265215020,547,627,31
1,2,1296432000,931,956,111
1,0,1280188800,959,730,1403
0,0,1262872860,101,819,595
0,0,1262870880,155,655,300
0,2,1262791320,442,38,35
1,0,1282089600,934,731,880
0,2,1262941980,832,386,31
1,0,1295913600,927,732,881
1,0,1280966400,938,955,749
1,2,1302566400,942,957,117
0,0,1262871600,211,784,974
1,2,1291852800,955,388,31
1,0,1289520000,910,960,760
1,0,1283299200,7,979,760
0,0,1262801700,313,806,595
1,0,1281657600,8,273,749
1,0,1291334400,14,949,285
0,2,1263573780,587,571,31
0,0,1262866200,127,607,595
1,0,1282176000,943,294,826
0,0,1262793240,84,176,524
0,2,1264421640,59,886,31
0,2,1263607980,385,880,31
0,2,1262697300,615,883,35
0,2,1264679280,262,334,31
1,1,1298592000,6,969,54
0,2,1262943540,527,180,31
1,0,1300060800,914,973,1140
0,0,1262855460,40,858,1373
1,0,1283299200,7,979,826
0,2,1264519380,493,410,35
1,2,1279929600,957,428,1421
0,2,1264698900,467,201,35
1,2,1288828800,940,915,1421
1,0,1289865600,3,983,760
1,0,1279756800,961,990,749
0,0,1262865900,145,119,665
1,2,1289952000,921,966,108
1,2,1285200000,7,979,1421
1,2,1291248000,3,983,99
1,2,1288224000,940,915,1421
1,2,1281657600,961,990,1421
0,0,1262783460,745,65,935
1,2,1280361600,949,975,31
1,0,1284076800,926,29,1140
1,2,1281398400,949,975,35
1,0,1295222400,923,965,1403
0,2,1262680200,365,610,31
0,0,1262872560,424,942,1190
0,0,1262697480,144,364,553
1,0,1277769600,9,875,760
1,0,1282780800,930,958,826
1,0,1280966400,8,273,826
1,2,1281312000,9,875,1421
1,0,1278979200,932,981,749
1,0,1283990400,913,775,826
0,0,1262630220,27,878,1415
0,2,1263316200,48,862,35
1,0,1288742400,921,966,693
1,0,1299110400,942,957,693
1,0,1301270400,942,957,749
0,0,1262868840,31,25,524
1,0,1283299200,930,958,1403
0,2,1263812880,281,474,31
0,0,1262871540,100,245,595
1,0,1291248000,14,949,627
1,2,1295827200,952,634,1421
0,2,1264596840,479,612,35
0,2,1263244980,761,791,31
0,0,1262872800,70,583,1373
0,0,1262713200,111,922,620
0,2,1262944440,414,683,31
1,2,1283904000,4,128,31
0,2,1265191500,372,432,31
1,0,1287014400,950,920,826
0,2,1263559680,479,612,31
0,0,1262867460,656,230,579
1,2,1303257600,942,957,1421
1,0,1279497600,948,988,826
1,2,1282780800,8,273,1421
1,0,1290384000,928,970,627
1,0,1276560000,944,952,826
1,0,1290038400,920,884,760
1,1,1278892800,922,36,141
1,0,1284681600,919,133,826
0,0,1262688600,45,297,279
1,0,1296691200,912,989,826
1,0,1278633600,944,952,1140
1,0,1290038400,1,948,285
0,0,1262866800,26,497,524
0,0,1262872860,176,918,1105
1,0,1295481600,912,989,627
1,0,1299456000,918,996,693
1,0,1295913600,935,868,409
1,2,1280361600,9,875,1421
0,2,1262884080,527,180,31
1,2,1294185600,933,418,1421
0,0,1262692320,296,445,491
0,2,1264092840,44,76,35
0,0,1262710920,218,692,640
0,0,1262684220,29,598,524
1,0,1279152000,961,990,693
1,2,1291075200,924,954,35
0,0,1262776920,15,332,595
1,0,1297641600,914,973,880
1,0,1289347200,916,81,760
0,0,1262867460,454,476,575
1,0,1280188800,9,875,880
0,2,1264768260,889,786,35
1,2,1284336000,8,273,101
0,0,1262790420,24,349,294
0,0,1262871960,226,799,524
0,0,1262872800,149,480,524
1,0,1299715200,914,973,203
0,2,1263807000,404,911,31
1,0,1281484800,959,730,760
1,2,1285545600,913,775,1421
1,0,1280880000,959,730,693
1,2,1286150400,926,29,35
1,2,1285718400,4,128,31
1,0,1286841600,940,915,826
1,0,1280102400,936,995,1140
0,2,1263577320,343,929,35
1,0,1282262400,13,248,880
0,0,1262872860,93,219,595
0,2,1264521300,666,855,35
0,2,1265053800,184,66,35
0,2,1262610060,703,487,31
1,1,1285286400,958,959,27
1,0,1291075200,917,514,760
1,2,1297382400,935,868,35
1,0,1283299200,7,979,760
0,2,1265187720,434,217,31
1,0,1298419200,914,973,760
1,2,1282262400,954,132,122
0,0,1262866020,822,865,462
0,2,1263214680,113,829,35
1,0,1281398400,911,808,1140
0,0,1262775900,46,722,1402
1,0,1300665600,942,957,826
1,2,1283990400,8,273,101
0,0,1262869800,65,341,1248
1,0,1279497600,956,978,760
1,0,1289433600,920,884,760
1,2,1303257600,942,957,117
1,0,1280102400,948,988,203
1,2,1297382400,5,977,35
1,0,1287964800,2,555,336
1,0,1279497600,946,801,1032
0,0,1262858160,186,695,241
0,0,1262616600,549,892,1331
0,2,1265106840,281,474,31
0,2,1263220740,404,911,35
1,0,1300665600,918,996,760
1,0,1286150400,940,915,826
0,2,1262698560,401,832,31
1,0,1298246400,6,969,760
0,0,1262865000,98,636,331
0,0,1262870880,29,598,524
0,0,1262872440,149,480,279
1,1,1291075200,14,949,46
1,0,1280966400,945,937,1140
1,2,1302652800,11,669,31
1,2,1282262400,0,453,31
0,2,1263226680,258,813,35
1,2,1287446400,926,29,31
0,0,1262777400,438,28,595
0,2,1263397680,514,845,31
1,2,1282694400,954,132,122
0,0,1262689200,659,877,393
1,0,1288137600,920,884,826
1,2,1300838400,10,993,98
1,0,1290470400,1,948,749
0,2,1264521060,372,432,31
1,2,1281398400,957,428,124
1,0,1301270400,942,957,826
1,2,1302566400,942,957,1421
0,0,1262871540,180,941,218
1,0,1281484800,945,937,693
1,0,1283817600,934,731,826
1,2,1284681600,911,808,35
0,0,1262862780,62,127,840
1,2,1297641600,925,354,109
1,2,1300665600,6,969,31
0,2,1263316740,257,214,35
0,0,1262872500,294,492,524
1,2,1285113600,915,825,35
1,1,1285027200,926,29,91
0,2,1263812220,615,883,31
0,2,1263982320,577,881,35
0,2,1265202840,401,832,31
1,2,1292198400,1,948,35
1,0,1291680000,937,950,1140
0,0,1262872140,57,15,588
0,2,1262876880,59,886,31
0,0,1262871300,844,853,558
0,2,1264682700,113,829,31
1,0,1280188800,922,36,692
1,2,1283817600,956,978,123
1,0,1278028800,9,875,749
1,2,1286236800,7,979,100
1,0,1300406400,942,957,760
1,0,1280707200,954,132,826
0,0,1262684460,125,73,595
1,0,1285545600,919,133,826
1,0,1300147200,953,976,760
0,2,1262617920,429,713,35
1,0,1284508800,958,959,674
1,0,1285286400,919,133,336
0,0,1262687580,238,617,899
0,2,1265130000,256,60,35
0,2,1263979200,659,877,35
1,0,1279065600,944,952,749
0,2,1262626680,48,862,31
0,2,1263826860,473,261,35
1,0,1281484800,938,955,1140
0,2,1263303180,600,179,35
0,0,1262871000,194,773,202
1,2,1297036800,5,977,31
0,2,1264675380,48,862,31
1,2,1291075200,920,884,107
1,1,1282003200,8,273,80
1,2,1281916800,961,990,126
0,0,1262868960,595,411,524
0,2,1263567060,117,903,35
0,2,1262966280,856,336,31
1,0,1282089600,959,730,760
0,0,1262865780,47,106,1402
1,0,1284681600,930,958,760
1,0,1294790400,925,354,760
1,0,1296172800,927,732,761
1,2,1297814400,925,354,109
1,2,1280361600,949,975,35
1,0,1280966400,956,978,760
0,2,1265036340,629,385,35
1,0,1296345600,927,732,824
0,0,1262856480,44,76,637
1,0,1284681600,930,958,760
1,2,1286928000,958,959,35
1,0,1286323200,2,555,336
1,0,1289865600,14,949,627
0,0,1262629980,94,23,595
0,2,1264447500,547,627,31
0,2,1265097060,632,946,31
1,0,1282608000,934,731,336
0,0,1262863500,80,904,595
0,2,1265040780,309,399,35
1,0,1292889600,931,956,826
0,2,1263547500,337,761,31
1,2,1284076800,959,730,125
1,2,1292457600,1,948,35
0,0,1262872080,108,768,595
1,1,1279843200,948,988,15
0,2,1262879820,818,420,31
0,0,1262860080,656,230,279
0,2,1265131140,711,931,35
1,0,1277337600,932,981,285
1,0,1295913600,925,354,760
1,0,1296604800,912,989,409
1,2,1291161600,1,948,35
1,0,1283558400,930,958,826
1,0,1280448000,922,36,760
0,2,1263558420,785,621,31
1,2,1281312000,9,875,102
1,2,1295395200,952,634,120
0,2,1262965200,249,549,31
1,0,1301961600,953,976,826
1,0,1297900800,10,993,824
1,2,1302652800,11,669,35
0,2,1264005600,629,385,31
1,2,1291680000,921,966,108
1,2,1301961600,941,888,31
0,0,1262867940,120,633,595
1,0,1287964800,955,388,650
1,0,1279497600,922,36,336
1,2,1284595200,945,937,35
1,0,1283472000,960,998,880
0,2,1264762020,385,880,31
0,2,1264443240,170,241,35
0,0,1262870640,99,518,1373
1,0,1287705600,2,555,627
1,2,1289865600,924,954,31
0,2,1262603580,44,76,31
1,0,1282089600,934,731,826
1,0,1294704000,935,868,409
1,1,1289174400,3,983,139
1,2,1291161600,3,983,1421
0,2,1263563340,829,14,35
0,0,1262686560,147,63,1402
1,2,1302652800,11,669,35
1,0,1293408000,5,977,203
1,0,1280361600,8,273,760
0,0,1262872980,172,814,1022
0,2,1263576660,587,571,35
0,0,1262866380,30,826,524
0,0,1262865900,512,286,1265
0,2,1265211720,151,494,35
1,0,1283299200,915,825,674
0,2,1264082160,604,318,35
1,0,1283126400,913,775,692
1,0,1288137600,1,948,880
0,0,1262871960,268,536,1164
0,2,1263846240,643,486,35
1,2,1283299200,945,937,35
0,2,1262687040,345,144,31
0,2,1264084020,600,179,31
1,0,1281657600,936,995,760
0,2,1263551820,771,238,35
1,2,1283472000,938,955,35
1,0,1279584000,938,955,409
0,0,1262714100,172,814,165
1,2,1297209600,923,965,31
1,2,1284336000,4,128,35
0,2,1264004100,889,786,31
1,0,1295827200,912,989,650
1,2,1292198400,916,81,1421
0,2,1263215460,600,179,31
0,0,1262870640,906,202,738
1,0,1288656000,924,954,1140
1,2,1285718400,4,128,31
0,0,1262869500,102,506,926
0,0,1262870160,891,603,1249
0,0,1262867040,144,364,553
1,0,1295395200,927,732,824
1,2,1283904000,911,808,35
0,2,1263836640,242,509,35
1,0,1279756800,922,36,203
0,2,1264077600,604,318,31
0,0,1262855340,149,480,595
0,2,1264695240,479,612,35
1,0,1278374400,0,453,1140
1,0,1281398400,956,978,1403
0,2,1262798640,56,216,31
0,2,1264156260,666,855,31
1,0,1294185600,923,965,285
1,2,1291852800,920,884,107
1,2,1279929600,957,428,1421
1,0,1297123200,6,969,650
1,2,1283817600,956,978,123
1,2,1295481600,931,956,111
0,2,1263802800,757,454,31
0,2,1262855700,144,364,31
1,2,1286409600,913,775,103
1,1,1288051200,924,954,52
1,0,1288569600,921,966,693
1,0,1290556800,14,949,749
1,0,1278460800,946,801,749
0,2,1263995040,771,238,31
0,0,1262869500,208,229,1373
0,2,1264223760,901,546,31
0,0,1262867400,35,564,524
1,2,1283817600,959,730,125
1,1,1295568000,925,354,130
1,2,1302134400,942,957,1421
1,2,1284336000,13,248,31
1,2,1301011200,941,888,35
1,2,1297382400,5,977,35
1,2,1287100800,919,133,31
0,0,1262867460,57,15,595
1,2,1283212800,911,808,31
0,0,1262870340,122,866,595
0,0,1262865900,19,623,524
1,0,1298246400,914,973,880
1,0,1282780800,930,958,693
1,2,1287532800,940,915,116
0,0,1262871780,139,183,595
1,0,1299456000,6,969,1403
1,0,1291680000,12,194,826
0,2,1265130300,864,670,35
1,0,1300233600,942,957,826
1,0,1284336000,926,29,749
0,0,1262691000,50,101,1402
1,0,1281571200,956,978,760
0,2,1263487920,415,204,35
0,2,1263305160,360,220,31
1,0,1278720000,957,428,693
1,0,1279152000,0,453,693
1,2,1290384000,924,954,35
0,2,1264697640,706,383,31
1,0,1288915200,917,514,760
1,0,1280793600,946,801,336
0,0,1262784480,99,518,595
0,0,1262688840,107,569,539
0,2,1265128440,48,862,35
0,2,1265040360,761,791,35
0,0,1262686260,128,269,595
0,2,1262701980,805,377,31
0,2,1264754220,604,318,31
1,2,1290384000,955,388,35
0,0,1262867040,173,50,1114
1,2,1281139200,957,428,1421
1,2,1297814400,925,354,109
1,0,1291161600,916,81,826
1,0,1280188800,954,132,760
1,2,1284076800,8,273,101
0,0,1262867820,356,896,854
1,0,1279843200,938,955,336
1,2,1284595200,4,128,35
0,0,1262865780,72,769,782
1,0,1300924800,918,996,826
0,0,1262686260,133,756,1144
1,0,1283299200,4,128,334
0,2,1263225960,604,318,31
1,0,1279065600,948,988,749
0,2,1263227280,706,383,35
0,0,1262710980,123,94,595
0,0,1262620980,849,687,933
1,2,1285113600,915,825,31
1,2,1284336000,934,731,113
1,2,1283212800,911,808,31
0,2,1262913960,585,867,35
1,0,1294012800,952,634,760
1,2,1303862400,953,976,1421
1,1,1291766400,928,970,69
1,0,1279670400,956,978,760
0,2,1263548460,856,336,35
1,0,1300924800,942,957,826
1,2,1293494400,14,949,31
0,2,1263925500,80,904,31
1,2,1280361600,9,875,102
1,2,1302134400,914,973,31
0,2,1262619600,761,791,35
1,0,1278028800,944,952,336
0,2,1263907320,609,558,31
1,0,1294790400,923,965,1403
1,2,1293494400,937,950,115
0,0,1262871600,68,145,1352
1,2,1294876800,937,950,1421
1,0,1288224000,950,920,749
0,2,1265195340,815,34,35
0,0,1262870700,45,297,1402
0,0,1262862060,103,57,595
1,0,1282521600,960,998,1403
1,2,1291852800,950,920,119
1,2,1292544000,920,884,107
1,0,1293494400,931,956,760
0,2,1264504380,896,938,31
1,0,1281916800,934,731,760
1,0,1296172800,935,868,692
1,2,1293494400,937,950,115
1,0,1279584000,922,36,826
1,0,1287360000,950,920,760
1,0,1282521600,7,979,693
1,0,1280361600,948,988,650
1,0,1282521600,8,273,693
1,1,1299456000,941,888,94
1,0,1300320000,953,976,760
1,0,1281657600,959,730,760
1,2,1283299200,943,294,1421
1,0,1292198400,928,970,409
0,2,1265119560,429,713,35
0,2,1263234420,818,420,31
1,0,1278460800,949,975,674
1,0,1286323200,924,954,203
1,0,1284076800,7,979,693
1,2,1285545600,913,775,103
0,2,1262687460,48,862,35
1,1,1282089600,934,731,48
0,2,1264428540,493,410,35
1,0,1278633600,944,952,650
1,0,1289865600,917,514,880
0,2,1265133540,385,880,31
1,2,1287100800,919,133,31
1,2,1286755200,919,133,31
1,0,1281398400,960,998,826
0,0,1262872140,151,494,489
1,2,1297036800,925,354,1421
0,0,1262867160,180,941,218
1,0,1299110400,942,957,760
1,0,1284595200,913,775,693
1,1,1289779200,917,514,62
1,2,1286236800,930,958,110
1,2,1295481600,931,956,111
0,0,1262870340,221,630,279
1,0,1277769600,9,875,826
0,0,1262861400,23,155,1116
0,2,1264153740,793,303,31
1,0,1295913600,927,732,761
1,0,1286409600,2,555,692
1,2,1297900800,5,977,35
1,0,1298505600,941,888,336
1,2,1280102400,949,975,31
1,2,1283212800,938,955,31
1,0,1298851200,10,993,881
1,0,1277942400,957,428,826
1,2,1290038400,910,960,35
1,0,1279497600,951,951,693
1,0,1296432000,912,989,627
1,0,1291939200,14,949,692
1,2,1280448000,961,990,1421
1,0,1290384000,916,81,760
1,1,1287360000,940,915,38
1,0,1294272000,952,634,826
1,0,1282608000,911,808,692
0,0,1262856120,32,259,180
0,2,1264779840,480,274,35
1,2,1284595200,945,937,35
1,2,1294185600,937,950,115
0,0,1262867400,32,259,180
0,0,1262699700,39,542,1373
1,0,1282694400,934,731,880
1,0,1283904000,958,959,1140
1,0,1288224000,921,966,749
1,0,1282089600,4,128,763
1,0,1284595200,913,775,693
0,2,1264438380,815,34,35
1,2,1301875200,942,957,1421
0,2,1264820100,450,307,35
1,2,1282780800,943,294,118
0,2,1264440240,60,344,35
1,0,1283126400,911,808,1403
1,1,1281657600,943,294,39
1,0,1291680000,928,970,760
0,0,1262872320,36,39,524
1,2,1296432000,931,956,111
1,2,1285632000,930,958,110
0,2,1262700720,793,303,31
1,0,1283472000,926,29,693
0,2,1262706060,757,454,31
0,0,1262866140,47,106,639
0,2,1264502940,319,763,35
0,2,1262893560,547,627,31
1,0,1281916800,959,730,760
0,2,1263831780,429,713,31
1,2,1281571200,9,875,102
1,2,1283817600,936,995,114
1,0,1282176000,959,730,760
1,0,1280361600,922,36,650
1,2,1292803200,917,514,1421
1,2,1284422400,911,808,35
1,0,1281744000,943,294,760
1,2,1279756800,944,952,35
1,0,1283126400,7,979,760
1,0,1289174400,921,966,760
1,2,1297296000,925,354,1421
1,2,1303171200,942,957,117
0,0,1262867040,41,181,524
0,2,1264518180,573,919,31
0,0,1262867040,150,362,1242
1,0,1289433600,910,960,760
1,2,1288310400,958,959,35
0,2,1264091340,440,126,35
0,0,1262871300,443,839,378
1,2,1302048000,11,669,35
1,0,1277424000,957,428,760
1,2,1296691200,935,868,35
1,2,1283817600,4,128,31
1,0,1297987200,941,888,627
1,0,1287619200,955,388,749
1,2,1301961600,941,888,31
0,0,1262865660,168,433,524
1,0,1277856000,944,952,749
1,2,1299196800,927,732,1421
0,0,1262867460,129,650,1402
0,2,1262869800,545,12,35
1,0,1283472000,934,731,693
0,0,1262871180,253,870,588
1,0,1278633600,961,990,693
1,2,1286150400,913,775,103
0,0,1262861100,128,269,158
1,2,1286496000,919,133,31
1,0,1289433600,950,920,760
1,0,1287705600,2,555,880
1,0,1287360000,940,915,749
1,2,1290384000,955,388,31
1,2,1300752000,941,888,31
1,0,1296691200,935,868,336
0,0,1262867700,167,77,887
0,2,1264680480,600,179,35
0,2,1265192220,600,179,31
1,0,1284595200,915,825,826
1,0,1280880000,956,978,1403
1,0,1289433600,950,920,1140
0,2,1263831660,515,438,35
1,2,1291248000,916,81,1421
1,2,1280880000,957,428,124
0,2,1262943660,480,274,31
1,0,1283299200,4,128,764
1,0,1280707200,948,988,1403
0,2,1263979620,132,517,31
1,2,1303084800,953,976,1421
1,0,1283817600,930,958,826
1,0,1280793600,954,132,760
1,1,1291593600,14,949,46
1,2,1296518400,931,956,111
1,2,1296691200,935,868,31
0,0,1262711040,155,655,746
1,1,1284508800,919,133,16
0,2,1263910200,93,219,35
1,2,1300752000,11,669,35
0,2,1263570900,59,886,35
1,2,1296691200,935,868,31
1,0,1283385600,915,825,880
0,0,1262857020,579,24,524
0,2,1263575580,376,747,31
1,2,1301616000,6,969,31
1,0,1282694400,945,937,826
0,2,1262972040,547,627,31
1,0,1279756800,961,990,826
1,2,1291161600,950,920,1421
1,0,1299110400,941,888,336
1,0,1287532800,3,983,674
0,2,1265122260,587,571,35
1,2,1281398400,932,981,31
1,2,1292457600,916,81,104
0,0,1262704380,74,510,369
1,0,1279670400,954,132,1403
1,1,1296777600,923,965,67
0,2,1263825000,281,474,35
1,0,1277942400,949,975,749
1,2,1281916800,938,955,35
0,0,1262871900,355,887,451
0,0,1262865480,191,873,1320
1,0,1300665600,953,976,826
0,0,1262872200,78,88,245
1,0,1294876800,952,634,826
1,2,1302220800,942,957,1421
0,0,1262776800,597,794,297
0,0,1262866140,163,3,1373
0,2,1265088540,221,630,31
1,0,1294012800,925,354,693
1,2,1290124800,955,388,35
0,0,1262866380,42,665,1352
0,0,1262857020,18,59,408
1,2,1284076800,4,128,35
0,2,1263569880,854,426,35
1,0,1292544000,933,418,1140
1,0,1277856000,932,981,285
1,0,1298332800,914,973,1032
1,0,1288224000,920,884,826
1,0,1280448000,954,132,760
0,0,1262864880,249,549,216
0,2,1264732860,28,718,35
1,0,1293667200,931,956,693
0,0,1262686020,61,753,754
1,0,1297900800,6,969,409
1,2,1284595200,934,731,113
0,2,1264507320,338,483,31
0,0,1262870280,475,170,669
0,2,1263375060,80,904,31
1,2,1291334400,910,960,31
1,2,1292198400,916,81,1421
0,2,1263396720,249,549,35
1,0,1279670400,936,995,1140
1,0,1287964800,3,983,285
1,0,1282003200,936,995,826
1,2,1301270400,914,973,31
1,2,1294012800,937,950,1421
0,2,1264070880,42,665,31
1,0,1299196800,918,996,1140
1,0,1281657600,936,995,760
1,0,1299542400,918,996,760
1,2,1279929600,957,428,124
1,2,1296691200,5,977,31
0,2,1263212100,892,656,35
1,2,1295481600,931,956,1421
0,0,1262696940,181,152,578
0,0,1262865900,162,460,170
1,2,1281657600,9,875,1421
0,2,1263822420,249,549,35
0,2,1263199080,659,877,35
0,2,1265014800,659,877,31
1,2,1282694400,938,955,35
1,2,1298505600,925,354,1421
1,2,1291766400,950,920,1421
0,2,1265201820,415,204,35
0,0,1262871420,547,627,602
0,0,1262778000,583,726,595
1,2,1280361600,944,952,31
0,0,1262613120,125,73,595
1,0,1282521600,960,998,1032
1,2,1289865600,950,920,119
0,0,1262855700,121,708,595
1,2,1300233600,941,888,31
0,2,1263564300,309,399,35
1,0,1279670400,946,801,1140
0,2,1263490680,514,845,35
1,0,1283472000,926,29,693
1,0,1298937600,914,973,1032
1,0,1283904000,913,775,285
1,0,1298246400,10,993,824
0,2,1262695500,480,274,31
0,0,1262711640,327,27,179
1,1,1280793600,954,132,76
0,0,1262701560,20,913,1415
1,2,1283990400,945,937,35
1,0,1289865600,921,966,760
1,2,1290384000,921,966,108
1,1,1296691200,912,989,8
1,2,1297036800,923,965,35
1,2,1282867200,961,990,1421
1,2,1297641600,925,354,1421
1,0,1296086400,912,989,1140
1,2,1287705600,958,959,31
1,0,1289520000,910,960,627
0,0,1262705700,855,917,944
1,2,1281312000,922,36,35
0,2,1263224580,874,594,31
1,0,1279065600,961,990,826
1,2,1282867200,938,188,31
0,2,1265016540,659,877,35
1,0,1284681600,919,133,1032
0,0,1262871660,31,25,408
0,0,1262863080,155,655,912
0,0,1262872860,107,569,595
1,2,1285200000,930,958,1421
0,2,1264073880,888,265,35
1,0,1281657600,956,978,749
1,2,1291766400,917,514,105
0,0,1262686560,741,431,170
1,2,1287705600,958,959,35
0,2,1264083060,57,15,31
1,2,1281484800,957,428,1421
0,2,1264602540,99,518,31
1,2,1292889600,1,948,35
1,2,1301875200,942,957,117
1,0,1282608000,915,825,627
1,0,1280275200,948,988,1032
0,2,1264785900,360,220,35
0,0,1262862960,128,269,595
0,0,1262687280,144,364,1045
0,0,1262864460,114,78,689
0,2,1263819480,609,558,31
0,2,1263398340,404,911,35
1,0,1280880000,938,955,749
1,2,1284336000,8,273,101
0,2,1263247980,349,462,35
0,2,1264592280,479,612,31
1,2,1293580800,14,949,35
0,0,1262853420,186,695,202
1,0,1283126400,911,808,336
